date,predicted_Usage_kWh,month,hour
2019-01-02 01:30:00,5.92856502532959,1,1
2019-01-02 01:45:00,5.366132736206055,1,1
2019-01-02 02:00:00,6.489841461181641,1,2
2019-01-02 02:15:00,5.511402606964111,1,2
2019-01-02 02:30:00,5.029003143310547,1,2
2019-01-02 02:45:00,4.763628959655762,1,2
2019-01-02 03:00:00,4.889016628265381,1,3
2019-01-02 03:15:00,4.647461891174316,1,3
2019-01-02 03:30:00,4.565861225128174,1,3
2019-01-02 03:45:00,4.40704345703125,1,3
2019-01-02 04:00:00,4.629141330718994,1,4
2019-01-02 04:15:00,4.4740471839904785,1,4
2019-01-02 04:30:00,4.441346645355225,1,4
2019-01-02 04:45:00,4.413125991821289,1,4
2019-01-02 05:00:00,4.563589572906494,1,5
2019-01-02 05:15:00,4.4775519371032715,1,5
2019-01-02 05:30:00,4.426985263824463,1,5
2019-01-02 05:45:00,4.4057817459106445,1,5
2019-01-02 06:00:00,4.596927642822266,1,6
2019-01-02 06:15:00,4.538001537322998,1,6
2019-01-02 06:30:00,4.401664733886719,1,6
2019-01-02 06:45:00,4.393940448760986,1,6
2019-01-02 07:00:00,4.710531711578369,1,7
2019-01-02 07:15:00,4.64785099029541,1,7
2019-01-02 07:30:00,5.126482963562012,1,7
2019-01-02 07:45:00,6.138325214385986,1,7
2019-01-02 08:00:00,31.186752319335938,1,8
2019-01-02 08:15:00,22.966537475585938,1,8
2019-01-02 08:30:00,17.87907600402832,1,8
2019-01-02 08:45:00,17.979135513305664,1,8
2019-01-02 09:00:00,18.683895111083984,1,9
2019-01-02 09:15:00,17.587387084960938,1,9
2019-01-02 09:30:00,17.36572265625,1,9
2019-01-02 09:45:00,17.3251895904541,1,9
2019-01-02 10:00:00,18.978897094726562,1,10
2019-01-02 10:15:00,21.552574157714844,1,10
2019-01-02 10:30:00,22.336933135986328,1,10
2019-01-02 10:45:00,23.875858306884766,1,10
2019-01-02 11:00:00,21.89533042907715,1,11
2019-01-02 11:15:00,20.323028564453125,1,11
2019-01-02 11:30:00,17.654767990112305,1,11
2019-01-02 11:45:00,17.020639419555664,1,11
2019-01-02 12:00:00,17.797422409057617,1,12
2019-01-02 12:15:00,14.46069049835205,1,12
2019-01-02 12:30:00,14.06061840057373,1,12
2019-01-02 12:45:00,15.629419326782227,1,12
2019-01-02 13:00:00,24.662504196166992,1,13
2019-01-02 13:15:00,24.770288467407227,1,13
2019-01-02 13:30:00,23.318212509155273,1,13
2019-01-02 13:45:00,23.18201446533203,1,13
2019-01-02 14:00:00,19.704448699951172,1,14
2019-01-02 14:15:00,22.917566299438477,1,14
2019-01-02 14:30:00,20.28249168395996,1,14
2019-01-02 14:45:00,21.96764373779297,1,14
2019-01-02 15:00:00,19.960416793823242,1,15
2019-01-02 15:15:00,22.514404296875,1,15
2019-01-02 15:30:00,21.71004295349121,1,15
2019-01-02 15:45:00,22.135461807250977,1,15
2019-01-02 16:00:00,21.972318649291992,1,16
2019-01-02 16:15:00,11.02914047241211,1,16
2019-01-02 16:30:00,8.63711929321289,1,16
2019-01-02 16:45:00,8.397154808044434,1,16
2019-01-02 17:00:00,9.314888954162598,1,17
2019-01-02 17:15:00,8.559125900268555,1,17
2019-01-02 17:30:00,5.565341472625732,1,17
2019-01-02 17:45:00,5.4655303955078125,1,17
2019-01-02 18:00:00,3.8944358825683594,1,18
2019-01-02 18:15:00,4.930607795715332,1,18
2019-01-02 18:30:00,3.747248888015747,1,18
2019-01-02 18:45:00,4.396108627319336,1,18
2019-01-02 19:00:00,4.585530757904053,1,19
2019-01-02 19:15:00,4.905102252960205,1,19
2019-01-02 19:30:00,4.844474792480469,1,19
2019-01-02 19:45:00,5.1439971923828125,1,19
2019-01-02 20:00:00,5.449213027954102,1,20
2019-01-02 20:15:00,5.9979071617126465,1,20
2019-01-02 20:30:00,6.4101433753967285,1,20
2019-01-02 20:45:00,5.837149620056152,1,20
2019-01-02 21:00:00,5.344419956207275,1,21
2019-01-02 21:15:00,5.255226135253906,1,21
2019-01-02 21:30:00,5.219817161560059,1,21
2019-01-02 21:45:00,5.126893520355225,1,21
2019-01-02 22:00:00,5.079433441162109,1,22
2019-01-02 22:15:00,4.92897891998291,1,22
2019-01-02 22:30:00,4.903621673583984,1,22
2019-01-02 22:45:00,4.925253391265869,1,22
2019-01-02 23:00:00,5.072628974914551,1,23
2019-01-02 23:15:00,5.000238418579102,1,23
2019-01-02 23:30:00,5.400228977203369,1,23
2019-01-02 23:45:00,7.57169771194458,1,23
2019-01-03 00:00:00,13.621272087097168,1,0
2019-01-03 00:15:00,8.224081993103027,1,0
2019-01-03 00:30:00,8.17517375946045,1,0
2019-01-03 00:45:00,6.8869781494140625,1,0
2019-01-03 01:00:00,7.379201889038086,1,1
2019-01-03 01:15:00,6.701511859893799,1,1
2019-01-03 01:30:00,5.32966423034668,1,1
2019-01-03 01:45:00,5.123733043670654,1,1
2019-01-03 02:00:00,6.359521389007568,1,2
2019-01-03 02:15:00,5.517938137054443,1,2
2019-01-03 02:30:00,5.006555557250977,1,2
2019-01-03 02:45:00,4.634582042694092,1,2
2019-01-03 03:00:00,4.836369514465332,1,3
2019-01-03 03:15:00,4.556026935577393,1,3
2019-01-03 03:30:00,4.410862445831299,1,3
2019-01-03 03:45:00,4.405735015869141,1,3
2019-01-03 04:00:00,4.55493688583374,1,4
2019-01-03 04:15:00,4.465394496917725,1,4
2019-01-03 04:30:00,4.40134859085083,1,4
2019-01-03 04:45:00,4.404473304748535,1,4
2019-01-03 05:00:00,4.55493688583374,1,5
2019-01-03 05:15:00,4.476243495941162,1,5
2019-01-03 05:30:00,4.40134859085083,1,5
2019-01-03 05:45:00,4.404473304748535,1,5
2019-01-03 06:00:00,4.562281131744385,1,6
2019-01-03 06:15:00,4.478511333465576,1,6
2019-01-03 06:30:00,4.336883544921875,1,6
2019-01-03 06:45:00,4.395411014556885,1,6
2019-01-03 07:00:00,4.7231974601745605,1,7
2019-01-03 07:15:00,4.673766136169434,1,7
2019-01-03 07:30:00,5.1732330322265625,1,7
2019-01-03 07:45:00,6.500067234039307,1,7
2019-01-03 08:00:00,33.76460647583008,1,8
2019-01-03 08:15:00,24.60743522644043,1,8
2019-01-03 08:30:00,18.55828094482422,1,8
2019-01-03 08:45:00,18.305782318115234,1,8
2019-01-03 09:00:00,19.545515060424805,1,9
2019-01-03 09:15:00,19.165693283081055,1,9
2019-01-03 09:30:00,18.245145797729492,1,9
2019-01-03 09:45:00,17.338077545166016,1,9
2019-01-03 10:00:00,19.58465576171875,1,10
2019-01-03 10:15:00,22.04541778564453,1,10
2019-01-03 10:30:00,22.840208053588867,1,10
2019-01-03 10:45:00,22.716609954833984,1,10
2019-01-03 11:00:00,21.926382064819336,1,11
2019-01-03 11:15:00,20.482070922851562,1,11
2019-01-03 11:30:00,18.284526824951172,1,11
2019-01-03 11:45:00,17.1445369720459,1,11
2019-01-03 12:00:00,13.645216941833496,1,12
2019-01-03 12:15:00,15.352413177490234,1,12
2019-01-03 12:30:00,14.757948875427246,1,12
2019-01-03 12:45:00,15.266708374023438,1,12
2019-01-03 13:00:00,27.62672996520996,1,13
2019-01-03 13:15:00,22.685739517211914,1,13
2019-01-03 13:30:00,23.371557235717773,1,13
2019-01-03 13:45:00,23.873794555664062,1,13
2019-01-03 14:00:00,20.224489212036133,1,14
2019-01-03 14:15:00,22.935977935791016,1,14
2019-01-03 14:30:00,20.65850830078125,1,14
2019-01-03 14:45:00,22.23988151550293,1,14
2019-01-03 15:00:00,20.672224044799805,1,15
2019-01-03 15:15:00,22.597776412963867,1,15
2019-01-03 15:30:00,21.32686424255371,1,15
2019-01-03 15:45:00,21.881532669067383,1,15
2019-01-03 16:00:00,20.70889663696289,1,16
2019-01-03 16:15:00,9.831250190734863,1,16
2019-01-03 16:30:00,9.065993309020996,1,16
2019-01-03 16:45:00,8.851391792297363,1,16
2019-01-03 17:00:00,9.306954383850098,1,17
2019-01-03 17:15:00,8.19056224822998,1,17
2019-01-03 17:30:00,5.372522354125977,1,17
2019-01-03 17:45:00,5.240245342254639,1,17
2019-01-03 18:00:00,3.5942811965942383,1,18
2019-01-03 18:15:00,4.612157821655273,1,18
2019-01-03 18:30:00,3.342501640319824,1,18
2019-01-03 18:45:00,3.9091475009918213,1,18
2019-01-03 19:00:00,3.9687390327453613,1,19
2019-01-03 19:15:00,4.160675048828125,1,19
2019-01-03 19:30:00,4.025174617767334,1,19
2019-01-03 19:45:00,4.439733028411865,1,19
2019-01-03 20:00:00,4.846150875091553,1,20
2019-01-03 20:15:00,4.683143138885498,1,20
2019-01-03 20:30:00,4.606021404266357,1,20
2019-01-03 20:45:00,3.860262632369995,1,20
2019-01-03 21:00:00,3.734736680984497,1,21
2019-01-03 21:15:00,4.819157600402832,1,21
2019-01-03 21:30:00,4.362118721008301,1,21
2019-01-03 21:45:00,4.5423359870910645,1,21
2019-01-03 22:00:00,4.5908894538879395,1,22
2019-01-03 22:15:00,4.747435092926025,1,22
2019-01-03 22:30:00,4.6999616622924805,1,22
2019-01-03 22:45:00,4.745829105377197,1,22
2019-01-03 23:00:00,5.213748931884766,1,23
2019-01-03 23:15:00,5.26438570022583,1,23
2019-01-03 23:30:00,5.666383266448975,1,23
2019-01-03 23:45:00,7.670565128326416,1,23
2019-01-04 00:00:00,13.583322525024414,1,0
2019-01-04 00:15:00,8.417783737182617,1,0
2019-01-04 00:30:00,8.13260269165039,1,0
2019-01-04 00:45:00,6.931866645812988,1,0
2019-01-04 01:00:00,7.507462501525879,1,1
2019-01-04 01:15:00,6.699930191040039,1,1
2019-01-04 01:30:00,5.282863140106201,1,1
2019-01-04 01:45:00,5.327341556549072,1,1
2019-01-04 02:00:00,6.467440128326416,1,2
2019-01-04 02:15:00,5.349743366241455,1,2
2019-01-04 02:30:00,4.8397417068481445,1,2
2019-01-04 02:45:00,4.546295642852783,1,2
2019-01-04 03:00:00,4.692410945892334,1,3
2019-01-04 03:15:00,4.4313645362854,1,3
2019-01-04 03:30:00,4.399000644683838,1,3
2019-01-04 03:45:00,4.418128490447998,1,3
2019-01-04 04:00:00,4.574674606323242,1,4
2019-01-04 04:15:00,4.474275588989258,1,4
2019-01-04 04:30:00,4.488235950469971,1,4
2019-01-04 04:45:00,4.426990032196045,1,4
2019-01-04 05:00:00,4.574674606323242,1,5
2019-01-04 05:15:00,4.501704692840576,1,5
2019-01-04 05:30:00,4.4292168617248535,1,5
2019-01-04 05:45:00,4.386307716369629,1,5
2019-01-04 06:00:00,4.536771297454834,1,6
2019-01-04 06:15:00,4.411593437194824,1,6
2019-01-04 06:30:00,4.275362014770508,1,6
2019-01-04 06:45:00,4.278486728668213,1,6
2019-01-04 07:00:00,4.606986045837402,1,7
2019-01-04 07:15:00,4.481017112731934,1,7
2019-01-04 07:30:00,5.0789947509765625,1,7
2019-01-04 07:45:00,5.927398204803467,1,7
2019-01-04 08:00:00,28.07576560974121,1,8
2019-01-04 08:15:00,23.368457794189453,1,8
2019-01-04 08:30:00,17.40148162841797,1,8
2019-01-04 08:45:00,16.942975997924805,1,8
2019-01-04 09:00:00,18.45747947692871,1,9
2019-01-04 09:15:00,17.234691619873047,1,9
2019-01-04 09:30:00,15.847088813781738,1,9
2019-01-04 09:45:00,16.394765853881836,1,9
2019-01-04 10:00:00,18.947416305541992,1,10
2019-01-04 10:15:00,21.921142578125,1,10
2019-01-04 10:30:00,22.177997589111328,1,10
2019-01-04 10:45:00,22.366491317749023,1,10
2019-01-04 11:00:00,20.974485397338867,1,11
2019-01-04 11:15:00,19.187257766723633,1,11
2019-01-04 11:30:00,17.52490234375,1,11
2019-01-04 11:45:00,16.504501342773438,1,11
2019-01-04 12:00:00,13.439055442810059,1,12
2019-01-04 12:15:00,14.706009864807129,1,12
2019-01-04 12:30:00,14.30756664276123,1,12
2019-01-04 12:45:00,14.84626579284668,1,12
2019-01-04 13:00:00,26.93285369873047,1,13
2019-01-04 13:15:00,20.962167739868164,1,13
2019-01-04 13:30:00,25.899036407470703,1,13
2019-01-04 13:45:00,20.532211303710938,1,13
2019-01-04 14:00:00,19.224193572998047,1,14
2019-01-04 14:15:00,22.159465789794922,1,14
2019-01-04 14:30:00,20.813047409057617,1,14
2019-01-04 14:45:00,22.683338165283203,1,14
2019-01-04 15:00:00,18.97628402709961,1,15
2019-01-04 15:15:00,21.629119873046875,1,15
2019-01-04 15:30:00,21.943538665771484,1,15
2019-01-04 15:45:00,21.67544937133789,1,15
2019-01-04 16:00:00,25.00742530822754,1,16
2019-01-04 16:15:00,15.796091079711914,1,16
2019-01-04 16:30:00,8.471518516540527,1,16
2019-01-04 16:45:00,7.9148664474487305,1,16
2019-01-04 17:00:00,9.057641983032227,1,17
2019-01-04 17:15:00,9.023640632629395,1,17
2019-01-04 17:30:00,5.493532180786133,1,17
2019-01-04 17:45:00,5.443047523498535,1,17
2019-01-04 18:00:00,4.29005765914917,1,18
2019-01-04 18:15:00,5.591603755950928,1,18
2019-01-04 18:30:00,4.275160789489746,1,18
2019-01-04 18:45:00,4.6399383544921875,1,18
2019-01-04 19:00:00,4.856645584106445,1,19
2019-01-04 19:15:00,4.778839588165283,1,19
2019-01-04 19:30:00,5.18335485458374,1,19
2019-01-04 19:45:00,5.774265289306641,1,19
2019-01-04 20:00:00,6.504849433898926,1,20
2019-01-04 20:15:00,8.39521598815918,1,20
2019-01-04 20:30:00,9.976970672607422,1,20
2019-01-04 20:45:00,8.658056259155273,1,20
2019-01-04 21:00:00,9.72175121307373,1,21
2019-01-04 21:15:00,9.295594215393066,1,21
2019-01-04 21:30:00,7.7408552169799805,1,21
2019-01-04 21:45:00,6.674706935882568,1,21
2019-01-04 22:00:00,6.821866035461426,1,22
2019-01-04 22:15:00,7.15134334564209,1,22
2019-01-04 22:30:00,7.127512454986572,1,22
2019-01-04 22:45:00,7.239478588104248,1,22
2019-01-04 23:00:00,7.741408824920654,1,23
2019-01-04 23:15:00,7.217465877532959,1,23
2019-01-04 23:30:00,6.92687463760376,1,23
2019-01-04 23:45:00,8.305960655212402,1,23
2019-01-05 00:00:00,12.384187698364258,1,0
2019-01-05 00:15:00,9.302251815795898,1,0
2019-01-05 00:30:00,7.874878406524658,1,0
2019-01-05 00:45:00,6.4951252937316895,1,0
2019-01-05 01:00:00,6.883125305175781,1,1
2019-01-05 01:15:00,6.339673042297363,1,1
2019-01-05 01:30:00,4.928847312927246,1,1
2019-01-05 01:45:00,4.534131050109863,1,1
2019-01-05 02:00:00,6.0631208419799805,1,2
2019-01-05 02:15:00,5.237461566925049,1,2
2019-01-05 02:30:00,4.639400959014893,1,2
2019-01-05 02:45:00,4.37794303894043,1,2
2019-01-05 03:00:00,4.491748332977295,1,3
2019-01-05 03:15:00,4.419771671295166,1,3
2019-01-05 03:30:00,4.371903896331787,1,3
2019-01-05 03:45:00,4.336338996887207,1,3
2019-01-05 04:00:00,4.554086208343506,1,4
2019-01-05 04:15:00,4.376288414001465,1,4
2019-01-05 04:30:00,4.377986431121826,1,4
2019-01-05 04:45:00,4.364526271820068,1,4
2019-01-05 05:00:00,4.493671417236328,1,5
2019-01-05 05:15:00,4.376288414001465,1,5
2019-01-05 05:30:00,4.340083122253418,1,5
2019-01-05 05:45:00,4.343207836151123,1,5
2019-01-05 06:00:00,4.493671417236328,1,6
2019-01-05 06:15:00,4.340652942657471,1,6
2019-01-05 06:30:00,4.277732849121094,1,6
2019-01-05 06:45:00,4.297442436218262,1,6
2019-01-05 07:00:00,4.4416022300720215,1,7
2019-01-05 07:15:00,4.328025817871094,1,7
2019-01-05 07:30:00,4.76657772064209,1,7
2019-01-05 07:45:00,5.532907485961914,1,7
2019-01-05 08:00:00,16.882543563842773,1,8
2019-01-05 08:15:00,18.356815338134766,1,8
2019-01-05 08:30:00,13.023063659667969,1,8
2019-01-05 08:45:00,13.407958030700684,1,8
2019-01-05 09:00:00,13.471182823181152,1,9
2019-01-05 09:15:00,11.696002006530762,1,9
2019-01-05 09:30:00,10.66704273223877,1,9
2019-01-05 09:45:00,11.346108436584473,1,9
2019-01-05 10:00:00,13.068870544433594,1,10
2019-01-05 10:15:00,17.67853546142578,1,10
2019-01-05 10:30:00,18.101436614990234,1,10
2019-01-05 10:45:00,17.219783782958984,1,10
2019-01-05 11:00:00,15.68023681640625,1,11
2019-01-05 11:15:00,14.395368576049805,1,11
2019-01-05 11:30:00,12.829126358032227,1,11
2019-01-05 11:45:00,11.378486633300781,1,11
2019-01-05 12:00:00,8.705657958984375,1,12
2019-01-05 12:15:00,9.554102897644043,1,12
2019-01-05 12:30:00,10.46882438659668,1,12
2019-01-05 12:45:00,10.00504207611084,1,12
2019-01-05 13:00:00,15.502910614013672,1,13
2019-01-05 13:15:00,19.868070602416992,1,13
2019-01-05 13:30:00,19.384666442871094,1,13
2019-01-05 13:45:00,17.673757553100586,1,13
2019-01-05 14:00:00,14.907099723815918,1,14
2019-01-05 14:15:00,16.780012130737305,1,14
2019-01-05 14:30:00,15.315537452697754,1,14
2019-01-05 14:45:00,16.278322219848633,1,14
2019-01-05 15:00:00,13.937811851501465,1,15
2019-01-05 15:15:00,16.386932373046875,1,15
2019-01-05 15:30:00,16.352136611938477,1,15
2019-01-05 15:45:00,16.3522891998291,1,15
2019-01-05 16:00:00,15.460739135742188,1,16
2019-01-05 16:15:00,8.57991886138916,1,16
2019-01-05 16:30:00,7.705639362335205,1,16
2019-01-05 16:45:00,7.861250400543213,1,16
2019-01-05 17:00:00,8.141562461853027,1,17
2019-01-05 17:15:00,7.876181125640869,1,17
2019-01-05 17:30:00,6.046291828155518,1,17
2019-01-05 17:45:00,5.262199878692627,1,17
2019-01-05 18:00:00,3.4831957817077637,1,18
2019-01-05 18:15:00,4.256294250488281,1,18
2019-01-05 18:30:00,4.227121353149414,1,18
2019-01-05 18:45:00,4.0175676345825195,1,18
2019-01-05 19:00:00,4.12790584564209,1,19
2019-01-05 19:15:00,4.471595287322998,1,19
2019-01-05 19:30:00,4.493630409240723,1,19
2019-01-05 19:45:00,4.600224494934082,1,19
2019-01-05 20:00:00,4.95669412612915,1,20
2019-01-05 20:15:00,4.802134037017822,1,20
2019-01-05 20:30:00,5.052095413208008,1,20
2019-01-05 20:45:00,4.895662784576416,1,20
2019-01-05 21:00:00,5.201993465423584,1,21
2019-01-05 21:15:00,5.265881538391113,1,21
2019-01-05 21:30:00,5.126786231994629,1,21
2019-01-05 21:45:00,4.926787376403809,1,21
2019-01-05 22:00:00,4.98281717300415,1,22
2019-01-05 22:15:00,4.902220249176025,1,22
2019-01-05 22:30:00,4.814074516296387,1,22
2019-01-05 22:45:00,4.792846202850342,1,22
2019-01-05 23:00:00,4.946525573730469,1,23
2019-01-05 23:15:00,4.899843215942383,1,23
2019-01-05 23:30:00,5.284406661987305,1,23
2019-01-05 23:45:00,7.459414482116699,1,23
2019-01-06 00:00:00,13.748144149780273,1,0
2019-01-06 00:15:00,7.160408973693848,1,0
2019-01-06 00:30:00,7.003228664398193,1,0
2019-01-06 00:45:00,6.715102195739746,1,0
2019-01-06 01:00:00,7.329771041870117,1,1
2019-01-06 01:15:00,6.530137538909912,1,1
2019-01-06 01:30:00,5.2547712326049805,1,1
2019-01-06 01:45:00,4.711796760559082,1,1
2019-01-06 02:00:00,6.14340877532959,1,2
2019-01-06 02:15:00,5.52260684967041,1,2
2019-01-06 02:30:00,4.9029011726379395,1,2
2019-01-06 02:45:00,4.562739372253418,1,2
2019-01-06 03:00:00,4.612062454223633,1,3
2019-01-06 03:15:00,4.381868362426758,1,3
2019-01-06 03:30:00,4.355319023132324,1,3
2019-01-06 03:45:00,4.3778076171875,1,3
2019-01-06 04:00:00,4.6094889640808105,1,4
2019-01-06 04:15:00,4.414191722869873,1,4
2019-01-06 04:30:00,4.377986431121826,1,4
2019-01-06 04:45:00,4.350552082061768,1,4
2019-01-06 05:00:00,4.493671417236328,1,5
2019-01-06 05:15:00,4.365439414978027,1,5
2019-01-06 05:30:00,4.340083122253418,1,5
2019-01-06 05:45:00,4.343207836151123,1,5
2019-01-06 06:00:00,4.493671417236328,1,6
2019-01-06 06:15:00,4.340652942657471,1,6
2019-01-06 06:30:00,4.256414413452148,1,6
2019-01-06 06:45:00,4.2595391273498535,1,6
2019-01-06 07:00:00,4.447906017303467,1,7
2019-01-06 07:15:00,4.3473896980285645,1,7
2019-01-06 07:30:00,4.8926496505737305,1,7
2019-01-06 07:45:00,5.616876602172852,1,7
2019-01-06 08:00:00,16.687875747680664,1,8
2019-01-06 08:15:00,18.8466739654541,1,8
2019-01-06 08:30:00,12.82751178741455,1,8
2019-01-06 08:45:00,14.118764877319336,1,8
2019-01-06 09:00:00,13.537073135375977,1,9
2019-01-06 09:15:00,12.012285232543945,1,9
2019-01-06 09:30:00,11.07265853881836,1,9
2019-01-06 09:45:00,11.594542503356934,1,9
2019-01-06 10:00:00,13.226957321166992,1,10
2019-01-06 10:15:00,12.127257347106934,1,10
2019-01-06 10:30:00,11.928275108337402,1,10
2019-01-06 10:45:00,12.764435768127441,1,10
2019-01-06 11:00:00,12.375741958618164,1,11
2019-01-06 11:15:00,10.359086036682129,1,11
2019-01-06 11:30:00,9.030913352966309,1,11
2019-01-06 11:45:00,7.92176628112793,1,11
2019-01-06 12:00:00,9.209559440612793,1,12
2019-01-06 12:15:00,8.665045738220215,1,12
2019-01-06 12:30:00,8.827388763427734,1,12
2019-01-06 12:45:00,10.206082344055176,1,12
2019-01-06 13:00:00,15.909221649169922,1,13
2019-01-06 13:15:00,16.859617233276367,1,13
2019-01-06 13:30:00,16.98175048828125,1,13
2019-01-06 13:45:00,14.02420711517334,1,13
2019-01-06 14:00:00,13.741653442382812,1,14
2019-01-06 14:15:00,12.941509246826172,1,14
2019-01-06 14:30:00,12.549273490905762,1,14
2019-01-06 14:45:00,11.945566177368164,1,14
2019-01-06 15:00:00,13.00340747833252,1,15
2019-01-06 15:15:00,12.410868644714355,1,15
2019-01-06 15:30:00,12.028651237487793,1,15
2019-01-06 15:45:00,12.38361930847168,1,15
2019-01-06 16:00:00,13.970853805541992,1,16
2019-01-06 16:15:00,9.333081245422363,1,16
2019-01-06 16:30:00,8.184999465942383,1,16
2019-01-06 16:45:00,7.930684566497803,1,16
2019-01-06 17:00:00,8.620429992675781,1,17
2019-01-06 17:15:00,7.96967887878418,1,17
2019-01-06 17:30:00,5.781215190887451,1,17
2019-01-06 17:45:00,5.533869743347168,1,17
2019-01-06 18:00:00,3.9516265392303467,1,18
2019-01-06 18:15:00,4.6972479820251465,1,18
2019-01-06 18:30:00,3.4763269424438477,1,18
2019-01-06 18:45:00,3.8137872219085693,1,18
